generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,n_clusters,silhouette,cluster_sizes
0,0.9164059061616888,0.023689006740182043,0.008740069133699227,100,63,1.0,5,2,0.26806868891737623,"[np.int64(62), np.int64(38)]"
1,0.9130800902794534,0.05003594252329462,0.008721477331108406,100,67,1.0,5,3,0.32279087324423594,"[np.int64(41), np.int64(40), np.int64(19)]"
2,0.9089369265358151,0.07064930631476046,0.008655041522732042,100,62,1.0,4,3,0.40005465917718475,"[np.int64(17), np.int64(36), np.int64(47)]"
3,0.908753734661489,0.09971889343181531,0.007693866361895366,100,63,1.0,3,5,0.4525488314702794,"[np.int64(11), np.int64(39), np.int64(22), np.int64(16), np.int64(12)]"
4,0.8991923129958928,0.12941023038319233,0.007413954689086191,100,67,1.0,4,5,0.4855037968492807,"[np.int64(12), np.int64(12), np.int64(26), np.int64(31), np.int64(19)]"
5,0.881858340696745,0.15319160665216908,0.008047544921404446,100,65,1.0,4,5,0.5760934779919432,"[np.int64(33), np.int64(34), np.int64(7), np.int64(14), np.int64(12)]"
6,0.8801609626439983,0.16816761998839921,0.007275396024392655,100,61,1.0,5,5,0.561247824472193,"[np.int64(34), np.int64(36), np.int64(14), np.int64(4), np.int64(12)]"
7,0.863102114708426,0.19746251924385494,0.00713707314951625,100,66,1.0,3,5,0.5803369708082279,"[np.int64(19), np.int64(12), np.int64(23), np.int64(10), np.int64(36)]"
8,0.8554103346380661,0.20671005691293187,0.007296077199444818,100,60,1.0,5,5,0.5270079083003756,"[np.int64(36), np.int64(20), np.int64(6), np.int64(30), np.int64(8)]"
9,0.826467788092723,0.24351516081213842,0.007467801955031271,100,62,1.0,5,5,0.5871161491635372,"[np.int64(31), np.int64(33), np.int64(24), np.int64(7), np.int64(5)]"
10,0.826752294112459,0.2357211679557651,0.008190843761264293,100,60,1.0,5,5,0.5351468561560435,"[np.int64(28), np.int64(27), np.int64(24), np.int64(10), np.int64(11)]"
11,0.816513486231943,0.2530058978542516,0.007814463979020591,100,65,1.0,4,5,0.5841076357802184,"[np.int64(19), np.int64(26), np.int64(9), np.int64(6), np.int64(40)]"
12,0.8095460991650464,0.2697173214438724,0.006880365224502995,100,64,1.0,4,5,0.6622907724435061,"[np.int64(30), np.int64(9), np.int64(20), np.int64(10), np.int64(31)]"
13,0.8038918332229876,0.285727441963721,0.005755909852159391,100,62,1.0,4,5,0.7529499716133887,"[np.int64(29), np.int64(39), np.int64(17), np.int64(8), np.int64(7)]"
14,0.792591090601734,0.29666382053209234,0.005881327226820285,100,60,1.0,5,5,0.7776354309027046,"[np.int64(38), np.int64(17), np.int64(30), np.int64(10), np.int64(5)]"
15,0.785553365363281,0.3113142755186395,0.004893587682489052,100,65,1.0,4,5,0.888360608145648,"[np.int64(6), np.int64(41), np.int64(21), np.int64(9), np.int64(23)]"
16,0.7666161066918251,0.33603243499959734,0.004136196365010001,100,64,1.0,5,5,0.9353271620769056,"[np.int64(54), np.int64(17), np.int64(11), np.int64(15), np.int64(3)]"
17,0.7469568586807003,0.35557458054477825,0.003968420517313913,100,64,1.0,4,5,0.9923697699268154,"[np.int64(52), np.int64(17), np.int64(11), np.int64(14), np.int64(6)]"
