generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,n_clusters,silhouette,cluster_sizes
0,0.6159210720508074,0.05025201307705019,0.007722047215441885,100,65,1.0,4,5,0.3181369191502844,"[np.int64(14), np.int64(33), np.int64(23), np.int64(25), np.int64(5)]"
1,0.6676795225521022,0.041902030054771104,0.006611039818652237,100,62,1.0,5,5,0.34213294113368353,"[np.int64(7), np.int64(21), np.int64(37), np.int64(8), np.int64(27)]"
2,0.6994125449328723,0.07547623724554231,0.004878052367215003,100,62,1.0,5,5,0.5441821007139659,"[np.int64(27), np.int64(24), np.int64(10), np.int64(28), np.int64(11)]"
3,0.6850669711502393,0.07231421488004257,0.005323288339142621,100,66,1.0,4,5,0.4945327724453382,"[np.int64(33), np.int64(14), np.int64(21), np.int64(12), np.int64(20)]"
4,0.7258019609145441,0.058202955704780276,0.0046803881583936825,100,57,2.0,5,5,0.5938742588563394,"[np.int64(29), np.int64(18), np.int64(15), np.int64(28), np.int64(10)]"
5,0.7478890208165246,0.06251985801924642,0.004029517722531774,100,68,1.0,4,5,0.6643851017011876,"[np.int64(37), np.int64(17), np.int64(22), np.int64(18), np.int64(6)]"
6,0.7515519914514068,0.08269970860542512,0.003337605511113881,100,61,2.0,4,5,0.8589537922692153,"[np.int64(19), np.int64(4), np.int64(38), np.int64(22), np.int64(17)]"
7,0.7355848944737814,0.08906516038608374,0.0035125387748281395,100,64,1.0,4,5,0.8166148425107103,"[np.int64(16), np.int64(38), np.int64(21), np.int64(21), np.int64(4)]"
8,0.7359888268736519,0.09626663221494697,0.0032834365209951756,100,62,1.0,7,5,0.8151998741625404,"[np.int64(28), np.int64(27), np.int64(23), np.int64(12), np.int64(10)]"
9,0.7282839992341286,0.10405427949980448,0.0032256638475236616,100,60,1.0,5,5,0.8726617041878602,"[np.int64(11), np.int64(24), np.int64(32), np.int64(19), np.int64(14)]"
10,0.7337212650787097,0.11090274203925808,0.002762915836759957,100,57,2.0,4,5,0.8828764378067036,"[np.int64(37), np.int64(33), np.int64(10), np.int64(16), np.int64(4)]"
11,0.7001293578855108,0.13263307479084047,0.002457098529949028,100,60,1.0,4,5,0.9992564672174438,"[np.int64(11), np.int64(27), np.int64(41), np.int64(13), np.int64(8)]"
12,0.6769953410344084,0.14453095137625271,0.0023751017055736773,100,62,1.0,5,5,0.999135402414009,"[np.int64(30), np.int64(35), np.int64(24), np.int64(8), np.int64(3)]"
13,0.6413440993968008,0.16114481081006357,0.002144027425188942,100,65,1.0,4,4,0.9894717706224955,"[np.int64(46), np.int64(35), np.int64(18), np.int64(1)]"
14,0.5988995589008984,0.17855655010494645,0.0020798109465914984,100,65,1.0,4,5,1.0,"[np.int64(31), np.int64(37), np.int64(21), np.int64(8), np.int64(3)]"
15,0.5522742296917315,0.19698371600555398,0.0020066901053171723,100,68,1.0,4,3,0.9988301897466775,"[np.int64(54), np.int64(25), np.int64(21)]"
16,0.5065321742763692,0.2148057529556874,0.001941294637842542,100,66,1.0,4,3,0.9984288331718336,"[np.int64(55), np.int64(25), np.int64(20)]"
17,0.4651544497706357,0.2309637116787497,0.0018591440084997075,100,62,1.0,4,5,0.9997343047740948,"[np.int64(26), np.int64(32), np.int64(14), np.int64(23), np.int64(5)]"
18,0.4158462147687505,0.2500892810569846,0.0018383244029747618,100,62,1.0,5,3,0.9977731116848552,"[np.int64(37), np.int64(51), np.int64(12)]"
19,0.3720487610526497,0.2677739349611445,0.0017411970301187429,100,63,1.0,4,3,0.9975053882016173,"[np.int64(42), np.int64(51), np.int64(7)]"
20,0.3381057016902843,0.28197812875378425,0.0015697932684123005,100,64,1.0,5,2,0.9978948204903345,"[np.int64(46), np.int64(54)]"
21,0.3036585696852601,0.29990057849900803,0.0011839193227852073,100,61,1.0,6,2,0.999111874581574,"[np.int64(25), np.int64(75)]"
22,0.26036087299418054,0.3213615063697885,0.0009705582277019671,100,65,1.0,4,3,0.9994475328595577,"[np.int64(77), np.int64(19), np.int64(4)]"
23,0.22849047029527864,0.34365805281757433,1.3184371892201279e-08,100,63,1.0,3,2,1.0,"[np.int64(96), np.int64(4)]"
