generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,n_clusters,silhouette,cluster_sizes
0,0.6652744582234935,0.04059816939681704,0.006930217269980654,100,57,2.0,5,5,0.30658726115341634,"[np.int64(9), np.int64(36), np.int64(28), np.int64(17), np.int64(10)]"
1,0.6989004685429018,0.07916535181238922,0.005030800042058812,100,65,1.0,4,4,0.303356406818687,"[np.int64(28), np.int64(38), np.int64(21), np.int64(13)]"
2,0.7008902244116396,0.10118134880031718,0.004032260414028989,100,60,1.5,5,5,0.4193242895547915,"[np.int64(30), np.int64(10), np.int64(9), np.int64(28), np.int64(23)]"
3,0.6817123177453566,0.10171233443758201,0.004359037732314546,100,60,1.0,6,5,0.4607665163104142,"[np.int64(3), np.int64(42), np.int64(19), np.int64(13), np.int64(23)]"
4,0.6615265839767841,0.10184934747245071,0.0048006753718728675,100,69,1.0,3,5,0.5495663054760983,"[np.int64(27), np.int64(35), np.int64(9), np.int64(21), np.int64(8)]"
5,0.6449782043902068,0.12309010209944152,0.004263799173186254,100,73,1.0,3,5,0.5776108235741171,"[np.int64(28), np.int64(26), np.int64(14), np.int64(18), np.int64(14)]"
6,0.6188836171017417,0.15718786878821897,0.003053530941473914,100,64,1.0,5,5,0.5827148770914575,"[np.int64(36), np.int64(24), np.int64(15), np.int64(19), np.int64(6)]"
7,0.6021303615873648,0.16483950687674256,0.0032510734504873373,100,61,1.0,4,5,0.5887318778677659,"[np.int64(8), np.int64(12), np.int64(27), np.int64(31), np.int64(22)]"
8,0.5776532232793826,0.1787831404489316,0.003060126565614963,100,66,1.0,4,5,0.6160572951995816,"[np.int64(23), np.int64(22), np.int64(36), np.int64(13), np.int64(6)]"
9,0.5889619476548963,0.1768216970318315,0.0028934222534098995,100,68,1.0,4,5,0.6622201230036509,"[np.int64(25), np.int64(7), np.int64(30), np.int64(30), np.int64(8)]"
10,0.5951750292400767,0.17750054804261658,0.0026009660105708295,100,66,1.0,4,5,0.8343020270308237,"[np.int64(24), np.int64(44), np.int64(11), np.int64(14), np.int64(7)]"
11,0.588354469878597,0.18483545798256695,0.0020581358052293897,100,65,1.0,4,5,0.9749465651095585,"[np.int64(57), np.int64(15), np.int64(11), np.int64(14), np.int64(3)]"
12,0.5570808190089725,0.20741734546079457,0.001043016865161769,100,60,1.0,4,5,1.0,"[np.int64(72), np.int64(10), np.int64(12), np.int64(3), np.int64(3)]"
13,0.5033437500001751,0.22684130393796806,0.0009543343842487697,100,58,1.0,4,5,1.0,"[np.int64(73), np.int64(5), np.int64(4), np.int64(5), np.int64(13)]"
14,0.4599244704773426,0.2461022695220014,0.00048471212436478105,100,70,1.0,3,4,1.0,"[np.int64(83), np.int64(11), np.int64(2), np.int64(4)]"
15,0.4008850770123602,0.26539943719778997,0.000741402388803804,100,60,1.0,4,5,1.0,"[np.int64(78), np.int64(5), np.int64(10), np.int64(2), np.int64(5)]"
16,0.35914471418310284,0.28445842241961294,0.00028705044570324635,100,64,1.0,4,3,0.999775885082315,"[np.int64(93), np.int64(2), np.int64(5)]"
17,0.3116554318991554,0.30539902899566285,4.5722780585968224e-33,100,64,1.0,5,1,,[100]
18,0.26224153160368335,0.32722950032515496,4.5722780585968224e-33,100,59,2.0,4,1,,[100]
19,0.21792124113167768,0.349127089832066,4.5722780585968224e-33,100,69,1.0,5,1,,[100]
