generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,n_clusters,silhouette,cluster_sizes
0,0.9772724836963264,0.04656042103919949,0.008786617456512304,100,61,1.0,3,5,0.2904734118775048,"[np.int64(20), np.int64(20), np.int64(18), np.int64(25), np.int64(17)]"
1,0.9764238358717634,0.06635530450915493,0.008682049960820021,100,59,1.0,5,5,0.4264419741686078,"[np.int64(25), np.int64(28), np.int64(12), np.int64(17), np.int64(18)]"
2,0.9749233900875379,0.08999580841832455,0.008559892672845478,100,67,1.0,4,5,0.4547181924823753,"[np.int64(6), np.int64(28), np.int64(33), np.int64(17), np.int64(16)]"
3,0.974693499232012,0.0812241120916684,0.008963764587472452,100,67,1.0,4,5,0.507710503859208,"[np.int64(10), np.int64(30), np.int64(21), np.int64(14), np.int64(25)]"
4,0.9729146401654504,0.1029900128055918,0.008902444813449192,100,60,1.0,4,5,0.5249004350536851,"[np.int64(24), np.int64(22), np.int64(37), np.int64(8), np.int64(9)]"
5,0.9743256336895907,0.11154499115550948,0.007962683098232063,100,65,1.0,4,5,0.5501218935912472,"[np.int64(31), np.int64(18), np.int64(15), np.int64(11), np.int64(25)]"
6,0.9701028044498022,0.14395845925524675,0.008062716525731466,100,59,1.0,4,5,0.5705250671103983,"[np.int64(15), np.int64(36), np.int64(13), np.int64(14), np.int64(22)]"
7,0.9657433094578081,0.17829044635895333,0.007666104199966488,100,68,1.0,5,5,0.5659566406026105,"[np.int64(18), np.int64(44), np.int64(15), np.int64(16), np.int64(7)]"
8,0.9646063124000008,0.17852010383014122,0.008141109771793173,100,65,1.0,4,5,0.5887297975151783,"[np.int64(34), np.int64(21), np.int64(13), np.int64(13), np.int64(19)]"
9,0.9629918662513103,0.19107752105308318,0.007902319542091077,100,67,1.0,5,5,0.6535468333258244,"[np.int64(16), np.int64(34), np.int64(20), np.int64(18), np.int64(12)]"
10,0.9563754031588023,0.23072247500635645,0.0073397341311060614,100,62,1.0,4,5,0.6736307931582738,"[np.int64(29), np.int64(27), np.int64(14), np.int64(15), np.int64(15)]"
