generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,n_clusters,silhouette,cluster_sizes
0,0.5919367654617159,0.03975162772373296,0.008678929350718824,100,64,1.0,5,4,0.2994703625948777,"[np.int64(19), np.int64(25), np.int64(23), np.int64(33)]"
1,0.606304824412668,0.05531917880304778,0.008017973916847363,100,63,1.0,4,5,0.4183304306468611,"[np.int64(19), np.int64(15), np.int64(23), np.int64(29), np.int64(14)]"
2,0.6617347408288916,0.060878950627976915,0.006259937443522777,100,64,1.0,5,5,0.4293696120406484,"[np.int64(43), np.int64(20), np.int64(7), np.int64(24), np.int64(6)]"
3,0.6413713527903978,0.07983413055132053,0.006336171847373314,100,60,1.5,4,5,0.5345483652886689,"[np.int64(36), np.int64(11), np.int64(15), np.int64(14), np.int64(24)]"
4,0.659287358941453,0.09712499452334383,0.005067273766309416,100,66,1.0,4,5,0.592583249737923,"[np.int64(32), np.int64(32), np.int64(15), np.int64(16), np.int64(5)]"
5,0.6552315093317046,0.11377750872462374,0.004427052937703403,100,66,1.0,4,5,0.6525490817150945,"[np.int64(30), np.int64(10), np.int64(22), np.int64(24), np.int64(14)]"
6,0.6310379670977505,0.13199158607128245,0.00413137378050816,100,67,1.0,4,5,0.6359363374599442,"[np.int64(9), np.int64(32), np.int64(32), np.int64(18), np.int64(9)]"
7,0.6183836703709169,0.14581671677405514,0.003598017865170707,100,68,1.0,4,5,0.756319760620636,"[np.int64(44), np.int64(12), np.int64(17), np.int64(14), np.int64(13)]"
8,0.608122046255721,0.169185977001471,0.0023133943836039323,100,63,1.0,6,5,0.8387013199433241,"[np.int64(22), np.int64(61), np.int64(6), np.int64(5), np.int64(6)]"
9,0.5667888797101829,0.18485853297887897,0.0023141362472552662,100,58,1.5,4,5,0.8414782101972726,"[np.int64(63), np.int64(13), np.int64(8), np.int64(10), np.int64(6)]"
10,0.5263864095750831,0.20394042294092504,0.0020256865058915223,100,62,1.0,4,5,0.8685999811136982,"[np.int64(65), np.int64(13), np.int64(5), np.int64(14), np.int64(3)]"
11,0.48126389257645613,0.21654001286601507,0.0024458686805566886,100,65,1.0,3,5,0.9218996269465223,"[np.int64(11), np.int64(12), np.int64(54), np.int64(20), np.int64(3)]"
12,0.42597140288157287,0.2409443920227516,0.0021414575996397496,100,58,1.0,4,5,0.99,"[np.int64(13), np.int64(59), np.int64(21), np.int64(6), np.int64(1)]"
13,0.38746636430774845,0.2567170124134083,0.0020942898273573133,100,62,1.0,4,4,1.0,"[np.int64(56), np.int64(32), np.int64(9), np.int64(3)]"
14,0.3476485540753537,0.27429530920037226,0.0019456406733880782,100,63,1.0,5,4,0.9864465181072469,"[np.int64(43), np.int64(51), np.int64(4), np.int64(2)]"
15,0.3012064825422679,0.2955486162381092,0.001793381573498925,100,58,1.5,4,5,0.99,"[np.int64(41), np.int64(54), np.int64(2), np.int64(1), np.int64(2)]"
16,0.26207593601800416,0.313591739326529,0.001807520011865215,100,63,1.0,4,5,1.0,"[np.int64(7), np.int64(51), np.int64(5), np.int64(35), np.int64(2)]"
17,0.22376808455635577,0.3343997025432573,0.001628827318558728,100,64,1.0,5,4,1.0,"[np.int64(33), np.int64(61), np.int64(4), np.int64(2)]"
