generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,n_clusters,silhouette,cluster_sizes
0,0.9028317620676704,0.030955639798456194,0.01020752066433286,100,62,1.0,3,5,0.27266661566082023,"[np.int64(22), np.int64(27), np.int64(14), np.int64(13), np.int64(24)]"
1,0.8943878721191839,0.055966157763242146,0.01068630807906147,100,66,1.0,3,5,0.37107701436102836,"[np.int64(15), np.int64(21), np.int64(31), np.int64(10), np.int64(23)]"
2,0.8965795374878521,0.05353853560850955,0.0105389500960711,100,70,1.0,3,5,0.3852242263834745,"[np.int64(27), np.int64(23), np.int64(15), np.int64(17), np.int64(18)]"
3,0.90502530839147,0.055909592402401766,0.009482112073030163,100,67,1.0,3,5,0.43512190605103074,"[np.int64(20), np.int64(16), np.int64(19), np.int64(30), np.int64(15)]"
4,0.9078591815311211,0.05133393050006974,0.009271516143401853,100,65,1.0,5,4,0.42513931016917417,"[np.int64(13), np.int64(13), np.int64(37), np.int64(37)]"
5,0.9137978609979248,0.08799918545098502,0.0075285276999429,100,65,1.0,4,5,0.5062323567286544,"[np.int64(15), np.int64(22), np.int64(39), np.int64(16), np.int64(8)]"
6,0.9064443159443543,0.11706059078194514,0.00716067352086987,100,63,1.0,4,5,0.6296614195193618,"[np.int64(19), np.int64(11), np.int64(19), np.int64(27), np.int64(24)]"
7,0.9005153388363202,0.13753911181894826,0.006791010469941275,100,60,1.0,4,5,0.6467151744915044,"[np.int64(19), np.int64(17), np.int64(28), np.int64(24), np.int64(12)]"
8,0.9025473831086321,0.14725665838337204,0.006025111610073731,100,67,1.0,4,5,0.7106856901323695,"[np.int64(23), np.int64(28), np.int64(12), np.int64(10), np.int64(27)]"
9,0.9140244186728593,0.1250617257387554,0.005920112414705329,100,66,1.0,4,5,0.7352378624088519,"[np.int64(10), np.int64(54), np.int64(13), np.int64(12), np.int64(11)]"
10,0.9002008661219734,0.14777291201287132,0.006252066929405201,100,62,1.0,5,5,0.9020426019099965,"[np.int64(8), np.int64(18), np.int64(18), np.int64(18), np.int64(38)]"
11,0.9043416173097079,0.1693160254808674,0.004397079560993068,100,57,1.0,5,5,0.9832899096954266,"[np.int64(47), np.int64(13), np.int64(10), np.int64(4), np.int64(26)]"
12,0.8875985251552423,0.19849847179149613,0.004164546523019688,100,65,1.0,4,5,0.9530157934750325,"[np.int64(27), np.int64(20), np.int64(6), np.int64(43), np.int64(4)]"
