generation,mean_fitness,distance_from_optimum,phenotype_variance,population_size,n_parents,median_offspring,max_offspring,n_clusters,silhouette,cluster_sizes
0,0.9778681822243098,0.04177848335594604,0.008642663907440156,100,64,1.0,3,5,0.2737005796303158,"[np.int64(3), np.int64(13), np.int64(28), np.int64(37), np.int64(19)]"
1,0.9772462153985282,0.044832997145300785,0.00884918003724843,100,63,1.0,3,5,0.3810677989496834,"[np.int64(45), np.int64(29), np.int64(18), np.int64(4), np.int64(4)]"
2,0.9780892592994064,0.042905580282614486,0.008531142206493484,100,62,1.0,6,5,0.44942801716656094,"[np.int64(24), np.int64(9), np.int64(30), np.int64(10), np.int64(27)]"
3,0.9778240265490471,0.03831622324280641,0.008713516217935108,100,68,1.0,4,5,0.5089821779104767,"[np.int64(22), np.int64(20), np.int64(34), np.int64(14), np.int64(10)]"
4,0.9735114903544191,0.06697825119007257,0.00989402516817209,100,61,1.0,5,5,0.5750585547282386,"[np.int64(6), np.int64(25), np.int64(26), np.int64(22), np.int64(21)]"
5,0.973257776789156,0.10080298539070172,0.008859139964966097,100,64,1.0,4,5,0.7090407932011703,"[np.int64(31), np.int64(35), np.int64(5), np.int64(16), np.int64(13)]"
6,0.9726668710217102,0.098285041054323,0.009202867960789276,100,59,1.0,4,5,0.8047785466013856,"[np.int64(9), np.int64(38), np.int64(25), np.int64(16), np.int64(12)]"
7,0.9748200137590157,0.07661039151826095,0.009079099672285195,100,61,1.0,4,5,0.7662488963886596,"[np.int64(27), np.int64(31), np.int64(16), np.int64(16), np.int64(10)]"
8,0.9745870388303005,0.08790954619022405,0.008804904642392995,100,66,1.0,5,5,0.7331566235510649,"[np.int64(23), np.int64(29), np.int64(21), np.int64(6), np.int64(21)]"
9,0.9700844651187412,0.1197119241022097,0.009404384765838655,100,66,1.0,4,5,0.7790936470194155,"[np.int64(25), np.int64(28), np.int64(19), np.int64(25), np.int64(3)]"
10,0.963759947435636,0.15152755886824987,0.010343738808735566,100,63,1.0,5,5,0.8779641360693661,"[np.int64(36), np.int64(17), np.int64(20), np.int64(22), np.int64(5)]"
11,0.9633177720964298,0.15589582578669575,0.01029678206286501,100,64,1.0,4,5,0.8743290729021268,"[np.int64(19), np.int64(33), np.int64(29), np.int64(13), np.int64(6)]"
12,0.9555823457021129,0.20009239806641016,0.0104753337303111,100,62,1.0,5,5,0.9175691316638234,"[np.int64(40), np.int64(25), np.int64(10), np.int64(12), np.int64(13)]"
13,0.939558972042894,0.27118812456068525,0.01066082086031738,100,64,1.0,5,5,0.8891106758346459,"[np.int64(46), np.int64(12), np.int64(18), np.int64(11), np.int64(13)]"
14,0.9354175328250014,0.28303182462286236,0.011151964529265146,100,61,1.0,5,5,0.8916345262841632,"[np.int64(17), np.int64(19), np.int64(46), np.int64(12), np.int64(6)]"
15,0.9295634778965634,0.29929838250466234,0.011856360690533255,100,58,1.0,5,5,0.8431991699231244,"[np.int64(39), np.int64(10), np.int64(24), np.int64(19), np.int64(8)]"
16,0.9273764450904369,0.3058819828157845,0.012045275045471556,100,62,1.0,5,5,0.8872569039347584,"[np.int64(36), np.int64(21), np.int64(24), np.int64(8), np.int64(11)]"
17,0.9197407880609073,0.32616062938447926,0.01292870560748278,100,64,1.0,4,5,0.8746671767044374,"[np.int64(33), np.int64(12), np.int64(28), np.int64(21), np.int64(6)]"
18,0.9268973211458174,0.3157358315276759,0.011022251334966426,100,67,1.0,4,5,0.8612132846108554,"[np.int64(10), np.int64(42), np.int64(20), np.int64(22), np.int64(6)]"
19,0.928968821557232,0.3208159800327952,0.009427287919746334,100,62,1.0,4,5,0.8775988898775487,"[np.int64(4), np.int64(16), np.int64(48), np.int64(25), np.int64(7)]"
20,0.9228039761504635,0.3308763030839505,0.010959813343082879,100,67,1.0,3,5,0.9101489982131084,"[np.int64(23), np.int64(30), np.int64(36), np.int64(7), np.int64(4)]"
21,0.912765207531014,0.3590662255993432,0.011635557435478233,100,55,2.0,5,5,0.9491081459069808,"[np.int64(29), np.int64(31), np.int64(33), np.int64(5), np.int64(2)]"
22,0.9131211580621654,0.3613680304534952,0.011033830363107646,100,63,1.0,5,5,0.9271189323656018,"[np.int64(26), np.int64(27), np.int64(37), np.int64(5), np.int64(5)]"
23,0.9042625544985776,0.3881207835841169,0.010962613430715732,100,63,1.0,6,5,0.9066366929083663,"[np.int64(35), np.int64(21), np.int64(32), np.int64(8), np.int64(4)]"
24,0.8928718413398339,0.42349664366532297,0.010229723012386584,100,58,1.0,4,5,0.9605617901477272,"[np.int64(35), np.int64(17), np.int64(16), np.int64(11), np.int64(21)]"
25,0.8875630240272702,0.43490979557346127,0.01070204506907706,100,58,1.5,5,5,0.9492101005942254,"[np.int64(38), np.int64(14), np.int64(14), np.int64(16), np.int64(18)]"
26,0.8843921104134645,0.44634078499141266,0.00993590059772563,100,59,1.0,5,5,0.9001218651715976,"[np.int64(31), np.int64(14), np.int64(17), np.int64(30), np.int64(8)]"
27,0.8902674753254396,0.4332271568194628,0.00952414969907545,100,64,1.0,4,5,0.8664931064016028,"[np.int64(35), np.int64(12), np.int64(20), np.int64(10), np.int64(23)]"
28,0.8929825404860917,0.43441840825193523,0.00810007874188933,100,63,1.0,4,5,0.8499097709575156,"[np.int64(27), np.int64(10), np.int64(14), np.int64(36), np.int64(13)]"
29,0.874710961831158,0.48582665939996617,0.006919481324857447,100,63,1.0,4,5,0.9026277920010753,"[np.int64(24), np.int64(24), np.int64(7), np.int64(40), np.int64(5)]"
30,0.8663226857506429,0.5086899572378478,0.006071852034104061,100,59,1.0,7,5,0.9336810224267441,"[np.int64(51), np.int64(22), np.int64(6), np.int64(18), np.int64(3)]"
31,0.8592459399441814,0.5166640105523069,0.007794016733970205,100,58,1.5,4,5,0.9502208815168488,"[np.int64(17), np.int64(30), np.int64(12), np.int64(39), np.int64(2)]"
32,0.8641968917789942,0.5069212196334988,0.007453238480627511,100,64,1.0,4,5,0.9517316807400248,"[np.int64(20), np.int64(45), np.int64(13), np.int64(18), np.int64(4)]"
33,0.870883049812171,0.48895006296561583,0.008010497007980618,100,61,1.0,4,5,0.9444358616459425,"[np.int64(19), np.int64(50), np.int64(7), np.int64(7), np.int64(17)]"
34,0.8642973627809951,0.5056053874361055,0.007827785952307457,100,67,1.0,3,5,0.9375981049841531,"[np.int64(49), np.int64(15), np.int64(9), np.int64(21), np.int64(6)]"
35,0.857324675930475,0.5273553557978558,0.006707071488174387,100,63,1.0,4,5,0.9086117600284929,"[np.int64(49), np.int64(10), np.int64(7), np.int64(30), np.int64(4)]"
36,0.8531967638007697,0.5340898792584152,0.007360239451286997,100,60,1.5,3,5,0.9175524090773728,"[np.int64(11), np.int64(27), np.int64(49), np.int64(8), np.int64(5)]"
37,0.8620618650546945,0.5282883872109896,0.003986412747495989,100,59,1.0,4,5,0.8877029171724904,"[np.int64(40), np.int64(49), np.int64(3), np.int64(2), np.int64(6)]"
38,0.864974995829798,0.5215221566824537,0.0039001140506890893,100,68,1.0,5,5,0.9099408756881918,"[np.int64(41), np.int64(43), np.int64(6), np.int64(8), np.int64(2)]"
39,0.8618521297480966,0.53499193333675,0.002470137159314693,100,62,1.0,4,5,0.9983949848880619,"[np.int64(39), np.int64(40), np.int64(2), np.int64(5), np.int64(14)]"
40,0.8563128658339594,0.548136139508369,0.0022268629836892672,100,67,1.0,5,5,0.999999967078828,"[np.int64(43), np.int64(35), np.int64(6), np.int64(14), np.int64(2)]"
41,0.8530510912039293,0.5559437312315667,0.0020176193374594614,100,61,1.0,5,4,0.9932059570302356,"[np.int64(39), np.int64(38), np.int64(5), np.int64(18)]"
42,0.8454688785724848,0.5707536891998187,0.002292082776517605,100,62,1.0,5,5,0.9977931226641901,"[np.int64(44), np.int64(34), np.int64(6), np.int64(14), np.int64(2)]"
43,0.8393937143359929,0.586041503300668,0.0015901728624980595,100,63,1.0,4,5,0.9640761556970208,"[np.int64(38), np.int64(42), np.int64(17), np.int64(2), np.int64(1)]"
44,0.840944731690458,0.5838642003039258,0.0013225474303537005,100,70,1.0,3,5,0.9920660092153135,"[np.int64(11), np.int64(33), np.int64(51), np.int64(2), np.int64(3)]"
45,0.8312064185536198,0.603811713562208,0.0012535959170862552,100,60,1.0,4,4,0.9820763542888332,"[np.int64(47), np.int64(41), np.int64(1), np.int64(11)]"
46,0.82155973029215,0.6228821556426382,0.0012528873091846044,100,62,1.0,4,5,0.9899999633164082,"[np.int64(39), np.int64(49), np.int64(6), np.int64(1), np.int64(5)]"
47,0.8143487912647349,0.6373456234064525,0.0011369445673926114,100,65,1.0,4,4,0.999999967078828,"[np.int64(53), np.int64(35), np.int64(8), np.int64(4)]"
48,0.8088416873638358,0.6475047598248861,0.0012635373542200532,100,66,1.0,4,5,0.9999999736630624,"[np.int64(54), np.int64(28), np.int64(14), np.int64(2), np.int64(2)]"
49,0.803992448704636,0.6563056459165233,0.0013980627851593673,100,70,1.0,4,5,0.9876664249479684,"[np.int64(22), np.int64(53), np.int64(4), np.int64(20), np.int64(1)]"
