mu,xi,sigma,c,generations,extinct,final_fitness,final_variance,final_clusters,final_silhouette,speciation
0.005,0.05,0.5,0.002,200,False,0.29529809303200205,2.059574682681696e-05,2,0.9999999992731758,True
0.005,0.05,0.5,0.005,50,False,0.7085463211728015,4.754547981199331e-05,2,0.9999999659664084,True
0.005,0.05,0.5,0.005,100,True,0.20725291630737402,1.318073352017705e-32,1,,False
0.005,0.05,0.5,0.005,200,True,0.20062957739686438,8.187609676076237e-33,1,,False
0.005,0.05,0.5,0.01,50,True,0.20852625368387254,1.182039503367666e-32,1,,False
0.005,0.05,0.5,0.01,100,True,0.20772519092533173,2.0222264416065976e-33,1,,False
0.005,0.05,0.5,0.01,200,True,0.20529011224388868,0.0006019106922458344,2,1.0,True
0.005,0.05,1.0,0.0,50,False,0.9803773494783092,0.0015217189194781035,2,1.0,True
0.005,0.05,1.0,0.0,100,False,0.9698805408033664,1.1569467478630534e-05,2,1.0,True
0.005,0.05,1.0,0.0,200,False,0.98942092534808,7.521358285939777e-33,1,,False
0.005,0.05,1.0,0.002,50,False,0.9667589476066124,0.0033164424595974553,3,0.99999999320605,True
0.005,0.05,1.0,0.002,100,False,0.9544078694041065,5.672054116305243e-33,1,,False
0.005,0.05,1.0,0.002,200,False,0.7092760039104397,4.1321121596335004e-05,3,0.9918885635413933,True
0.005,0.05,1.0,0.005,50,False,0.8558793040997476,0.004883634701035314,4,0.9999999933673255,True
0.005,0.05,1.0,0.005,100,False,0.5436928878442927,3.547562957561288e-32,1,,False
0.005,0.05,1.0,0.005,200,True,0.2037539884046545,5.022919334509977e-32,1,,False
0.005,0.05,1.0,0.01,50,False,0.6178826416962179,0.0008367240371866321,2,0.9999999993723742,True
0.005,0.05,1.0,0.01,100,True,0.2051951252244089,1.9011335963532503e-32,1,,False
0.005,0.05,1.0,0.01,200,True,0.20580851317457302,6.730162190661195e-32,1,,False
0.005,0.05,2.0,0.0,50,False,0.9932738189992477,0.0015471942380184235,2,0.9999999806459905,True
0.005,0.05,2.0,0.0,100,False,0.9954269300605584,1.441212497836964e-32,1,,False
0.005,0.05,2.0,0.0,200,False,0.9939158305158731,2.200374961462417e-32,1,,False
0.005,0.05,2.0,0.002,50,False,0.9902779258068624,0.00229411889429176,3,1.0,True
0.005,0.05,2.0,0.002,100,False,0.9594262760176194,7.476411749436016e-07,2,1.0,True
0.005,0.05,2.0,0.002,200,False,0.8825285417783055,4.301448116765971e-05,2,1.0,True
