mu,xi,sigma,c,generations,extinct,final_fitness,final_variance,final_clusters,final_silhouette,speciation
0.01,0.1,2.0,0.005,200,False,0.5522635397666433,0.0006130021423404645,4,0.9899997836199104,True
0.01,0.1,2.0,0.01,50,False,0.8636760469040555,0.0025510732982169416,5,1.0,True
0.01,0.1,2.0,0.01,100,False,0.4928414680773405,2.624079549227609e-32,1,,False
0.01,0.1,2.0,0.01,200,True,0.20070224643231135,6.823810534207025e-32,1,,False
0.05,0.001,0.2,0.0,50,False,0.8137285497940396,1.220775958983569e-07,5,0.9999977900888382,True
0.05,0.001,0.2,0.0,100,False,0.8466258140590167,2.7488985944480644e-08,5,0.999999735005143,True
0.05,0.001,0.2,0.0,200,False,0.8292084045840912,6.448095493625748e-08,5,0.9140390682991929,True
0.05,0.001,0.2,0.002,50,False,0.7579606638463176,8.48441606572338e-08,5,0.8538527365884552,True
0.05,0.001,0.2,0.002,100,True,0.2027188866734997,7.46930040135686e-08,5,1.0,True
0.05,0.001,0.2,0.002,200,True,0.20208287947964337,1.8615366214019227e-07,5,0.7801212811769657,True
0.05,0.001,0.2,0.005,50,True,0.2039274151986637,5.585314315864365e-08,5,0.9687141750216341,True
0.05,0.001,0.2,0.005,100,True,0.21716331592507854,4.228149781428551e-08,5,0.9999610478997606,True
0.05,0.001,0.2,0.005,200,True,0.20033469388864006,1.029650296518026e-32,1,,False
0.05,0.001,0.2,0.01,50,True,0.22849047029527864,1.3184371892201279e-08,2,1.0,True
0.05,0.001,0.2,0.01,100,True,0.22215078275978062,8.316421389305861e-08,5,1.0,True
0.05,0.001,0.2,0.01,200,True,0.2372825429997897,1.0061502163612119e-07,4,0.9999893016011561,True
0.05,0.001,0.5,0.0,50,False,0.9317180468939036,0.003942075496295467,4,0.998581194617612,True
0.05,0.001,0.5,0.0,100,False,0.9767003392362348,2.11382870486435e-07,5,0.9332054750159301,True
0.05,0.001,0.5,0.0,200,False,0.9597656898027371,5.83381802540346e-09,5,0.9999958998474399,True
0.05,0.001,0.5,0.002,50,False,0.9578258552776157,0.001047072126372678,2,0.9973767897795934,True
0.05,0.001,0.5,0.002,100,False,0.6513770994921724,1.9786602529643534e-07,4,0.9521611767272872,True
0.05,0.001,0.5,0.002,200,False,0.2523061300721241,3.192844253196389e-07,2,0.7788708186095447,True
0.05,0.001,0.5,0.005,50,False,0.5728363646938154,0.00019915123926239698,2,0.9962566542270469,True
0.05,0.001,0.5,0.005,100,True,0.2052555617745629,2.8217376903710275e-07,5,0.925995408762121,True
0.05,0.001,0.5,0.005,200,True,0.2003316022575401,9.01031956715504e-08,3,0.999999831694391,True
0.05,0.001,0.5,0.01,50,True,0.21488484216144663,5.383799366572015e-08,5,1.0,True
0.05,0.001,0.5,0.01,100,True,0.20913646388534832,0.0005558893672062868,2,0.9972310763347946,True
0.05,0.001,0.5,0.01,200,True,0.21083310079844617,2.6275002446743045e-07,3,0.950750283116657,True
0.05,0.001,1.0,0.0,50,False,0.9703702558194262,0.0017311422571698958,2,0.9970342048962659,True
0.05,0.001,1.0,0.0,100,False,0.9691669020125566,0.005255199860342878,2,0.9983152621529129,True
0.05,0.001,1.0,0.0,200,False,0.9754289301831801,1.0820551970145941e-07,5,0.9902205105943331,True
0.05,0.001,1.0,0.002,50,False,0.9324360199116429,0.005098472714854828,3,0.9976931875062508,True
0.05,0.001,1.0,0.002,100,False,0.9216688853861288,0.002739106331145029,2,0.9972540043296838,True
0.05,0.001,1.0,0.002,200,False,0.6530652958063079,3.0121482543518024e-08,5,0.9475068470411877,True
0.05,0.001,1.0,0.005,50,False,0.8605777877375311,0.004235731899380622,4,0.9991712236558563,True
0.05,0.001,1.0,0.005,100,False,0.5953670572431483,3.4021882050147703e-07,5,0.9400198720177638,True
0.05,0.001,1.0,0.005,200,True,0.20270913820460015,1.894487099126594e-07,5,0.9463121008391232,True
0.05,0.001,1.0,0.01,50,False,0.5876730423741371,0.0010374627557290512,2,0.9986763142194532,True
0.05,0.001,1.0,0.01,100,True,0.20224704338022131,4.7794339234470045e-08,4,1.0,True
0.05,0.001,1.0,0.01,200,True,0.20602363172801438,2.8741985950904905e-07,5,0.7563448172994403,True
0.05,0.001,2.0,0.0,50,False,0.9961813566285846,0.001434288613878589,2,0.9992152849084454,True
0.05,0.001,2.0,0.0,100,False,0.9966266878711694,0.001988444710527527,2,0.9955716440359542,True
0.05,0.001,2.0,0.0,200,False,0.9944022160251166,8.993118916931009e-08,5,0.944636225062841,True
0.05,0.001,2.0,0.002,50,False,0.9942864810516788,0.0023667400356235714,5,0.9999426452486918,True
0.05,0.001,2.0,0.002,100,False,0.9595059353201624,0.004674918336749259,2,0.9956425020034332,True
0.05,0.001,2.0,0.002,200,False,0.8778029027429415,4.805241712967775e-08,5,0.8338664769265753,True
0.05,0.001,2.0,0.005,50,False,0.9432923616739012,0.00371067620316434,2,0.9989755318014854,True
0.05,0.001,2.0,0.005,100,False,0.8381095057823458,2.5978479551954814e-07,5,0.9815623941544896,True
0.05,0.001,2.0,0.005,200,False,0.5860815637765839,2.4112256035000285e-07,5,0.8781995784981775,True
0.05,0.001,2.0,0.01,50,False,0.883615362134865,0.0010861394153128382,2,0.9978440665261946,True
0.05,0.001,2.0,0.01,100,False,0.5743889896694694,0.0010272974687812356,2,0.9906868209074527,True
0.05,0.001,2.0,0.01,200,True,0.20373298662662706,2.1072760385893172e-07,5,0.9504686433318916,True
0.05,0.05,0.2,0.0,50,False,0.8024477322059692,0.0003042884677123884,5,0.9852340313912142,True
0.05,0.05,0.2,0.0,100,False,0.9303733101106444,0.00020632555247003707,5,0.9999999831481293,True
0.05,0.05,0.2,0.0,200,False,0.8778119041210053,6.589099109505915e-05,5,0.9871529069703626,True
0.05,0.05,0.2,0.002,50,False,0.6638576059311287,0.0004943573483871745,3,0.9887476778611037,True
0.05,0.05,0.2,0.002,100,False,0.315822678633313,0.001281354975876023,5,0.9503447940235074,True
0.05,0.05,0.2,0.002,200,True,0.20032202759916118,1.3003878984502617e-31,1,,False
0.05,0.05,0.2,0.005,50,False,0.2167898370200524,1.718792431768757e-05,4,1.0,True
0.05,0.05,0.2,0.005,100,True,0.20131321287430548,3.3458217958867254e-32,1,,False
0.05,0.05,0.2,0.005,200,True,0.20412342593153857,1.2040914012309e-31,1,,False
0.05,0.05,0.2,0.01,50,True,0.2020088964141359,7.49752385022185e-05,3,1.0,True
0.05,0.05,0.2,0.01,100,True,0.20128708447438323,6.360383641338846e-33,1,,False
0.05,0.05,0.2,0.01,200,True,0.22100329468401245,6.0113088389186596e-33,1,,False
0.05,0.05,0.5,0.0,50,False,0.9638680800081564,0.0016994677332144684,5,0.9842164590131707,True
0.05,0.05,0.5,0.0,100,False,0.989722074226009,0.0002040865004861718,5,0.9781224222892577,True
0.05,0.05,0.5,0.0,200,False,0.9705984494991717,0.0004952687912739412,4,0.8020537178824455,True
0.05,0.05,0.5,0.002,50,False,0.8392100402539937,0.00015771150864793084,5,0.9263129967154293,True
0.05,0.05,0.5,0.002,100,False,0.6978841814461796,0.00010133753147470617,5,0.969932572384282,True
0.05,0.05,0.5,0.002,200,False,0.3943166001991979,0.000964707463541883,5,1.0,True
0.05,0.05,0.5,0.005,50,False,0.5757033159048226,0.00316096853569637,4,0.9934759922054348,True
0.05,0.05,0.5,0.005,100,True,0.20023097293996048,2.5441534565355385e-32,1,,False
0.05,0.05,0.5,0.005,200,True,0.20479420164949722,0.0005915497638831933,3,1.0,True
0.05,0.05,0.5,0.01,50,True,0.20282669621645155,7.993960982349492e-06,3,0.9871717792674134,True
0.05,0.05,0.5,0.01,100,True,0.21421809638411715,1.1178097397223516e-31,1,,False
0.05,0.05,0.5,0.01,200,True,0.2072541352581371,8.232805455021621e-05,5,0.9899999970998431,True
0.05,0.05,1.0,0.0,50,False,0.9651715043196463,0.005136387019683485,5,0.9675467643927721,True
0.05,0.05,1.0,0.0,100,False,0.9735669413598538,0.0003729054806854011,5,0.9468364182976435,True
0.05,0.05,1.0,0.0,200,False,0.9767058237902438,0.00014227603102238262,5,0.8827474410416964,True
0.05,0.05,1.0,0.002,50,False,0.9735985084316952,0.0019444688819717844,5,0.9999999694563384,True
0.05,0.05,1.0,0.002,100,False,0.8873853205522998,0.0001811155232113785,5,0.9755793658740661,True
0.05,0.05,1.0,0.002,200,False,0.6134818316329212,0.0008392597092275608,5,0.9782808824222117,True
0.05,0.05,1.0,0.005,50,False,0.8578249887537944,0.003381752079938102,4,0.9220479559551998,True
0.05,0.05,1.0,0.005,100,False,0.5837400624071,0.00025851124595403986,5,0.99,True
0.05,0.05,1.0,0.005,200,True,0.20276797833039556,0.00026420364727085537,2,1.0,True
0.05,0.05,1.0,0.01,50,False,0.6094548499787183,0.0019029920717934772,5,0.9999999757800141,True
0.05,0.05,1.0,0.01,100,True,0.20333349179395616,3.4878125828105864e-06,2,1.0,True
0.05,0.05,1.0,0.01,200,True,0.200343707465464,2.1093747715901202e-32,1,,False
0.05,0.05,2.0,0.0,50,False,0.9952507715486931,0.0016813130096272374,2,0.9338091855380556,True
0.05,0.05,2.0,0.0,100,False,0.996977875983654,0.0013839829591445953,5,0.860580521348763,True
0.05,0.05,2.0,0.0,200,False,0.9913051008342234,0.0015956941198803161,5,0.8360785519312341,True
0.05,0.05,2.0,0.002,50,False,0.9876262193948341,0.0007421541269440537,5,0.9971844063955543,True
0.05,0.05,2.0,0.002,100,False,0.9690082591220424,0.00027681768365912346,5,0.9265203167577921,True
0.05,0.05,2.0,0.002,200,False,0.92408670056942,0.0007561603277803678,5,0.8289620250351176,True
0.05,0.05,2.0,0.005,50,False,0.9568243933113217,0.0043781725025457885,2,0.9494344092851389,True
0.05,0.05,2.0,0.005,100,False,0.8831118694355581,0.0002212113064051884,5,0.99,True
0.05,0.05,2.0,0.005,200,False,0.5655973886795834,0.00018865746527189524,5,0.9361292162401932,True
0.05,0.05,2.0,0.01,50,False,0.862862884662932,0.003096846290416113,5,0.9899999964182254,True
0.05,0.05,2.0,0.01,100,False,0.5785135390197219,0.0008023295517914112,5,0.8657271552954515,True
0.05,0.05,2.0,0.01,200,True,0.2004593056375321,9.405136842818263e-07,2,0.999999965382288,True
0.05,0.1,0.2,0.0,50,False,0.942184658699937,0.0006201274231573223,5,0.9984026157887427,True
0.05,0.1,0.2,0.0,100,False,0.93429826260661,0.00016465516383885802,5,0.9577184985537934,True
0.05,0.1,0.2,0.0,200,False,0.9221460291323064,0.000182822827681952,5,0.9922991401231178,True
0.05,0.1,0.2,0.002,50,False,0.7704352778350199,0.00018189052792573994,5,1.0,True
0.05,0.1,0.2,0.002,100,False,0.4008341251034429,0.0002464621032111852,5,0.9530900102128621,True
0.05,0.1,0.2,0.002,200,False,0.3213672414902308,0.000887868371560324,5,0.8926074206821233,True
0.05,0.1,0.2,0.005,50,False,0.25010362047581464,3.429573105718557e-05,3,0.996448563540697,True
0.05,0.1,0.2,0.005,100,True,0.20397114657632856,1.6901961191942382e-31,1,,False
0.05,0.1,0.2,0.005,200,True,0.2111137932695165,1.715431819996787e-33,1,,False
0.05,0.1,0.2,0.01,50,True,0.2063133488967549,6.578976690026798e-32,1,,False
0.05,0.1,0.2,0.01,100,True,0.2168328776856296,2.862894862331626e-32,1,,False
0.05,0.1,0.2,0.01,200,True,0.2131848228596792,1.2742433994552048e-32,1,,False
0.05,0.1,0.5,0.0,50,False,0.9362392527533268,0.005144178544499473,5,1.0,True
0.05,0.1,0.5,0.0,100,False,0.9688844585481982,0.001283777361516865,4,0.99,True
0.05,0.1,0.5,0.0,200,False,0.9849572637194167,0.00016827045588017163,5,0.99,True
0.05,0.1,0.5,0.002,50,False,0.8269980566309291,0.0010242392127745778,4,0.9177855695150657,True
0.05,0.1,0.5,0.002,100,False,0.8610702328976475,0.00045633413044080375,3,0.9930194081932257,True
0.05,0.1,0.5,0.002,200,False,0.40033681107406616,0.00031730184851119184,3,0.9999999990122426,True
0.05,0.1,0.5,0.005,50,False,0.7305501377879743,0.0002647690705074619,5,0.8647857681224457,True
0.05,0.1,0.5,0.005,100,False,0.20522099806122654,6.031017541683352e-05,3,0.9999996325511816,True
0.05,0.1,0.5,0.005,200,True,0.20386116996891934,0.000503101582415945,2,0.9999999927359644,True
0.05,0.1,0.5,0.01,50,False,0.23489333852772654,0.0010650090048577616,5,0.9647669675823536,True
0.05,0.1,0.5,0.01,100,True,0.20547006768801762,7.406971909605704e-09,2,0.99,True
0.05,0.1,0.5,0.01,200,True,0.20513759826514444,8.099258492781348e-08,2,0.989998846718629,True
0.05,0.1,1.0,0.0,50,False,0.9830205487616294,0.00020444845969179952,5,0.9782875590473633,True
0.05,0.1,1.0,0.0,100,False,0.9703568595941517,0.005182931790387073,4,0.9246754454494013,True
0.05,0.1,1.0,0.0,200,False,0.9892603494063475,0.0005311469352943991,4,1.0,True
0.05,0.1,1.0,0.002,50,False,0.9190675144726199,0.004601669381329216,5,0.9061215632512455,True
0.05,0.1,1.0,0.002,100,False,0.9604990525645702,0.0015050065366792958,5,0.875103720246877,True
0.05,0.1,1.0,0.002,200,False,0.7982047136945352,0.0021518693154011065,5,0.7255015144546146,True
0.05,0.1,1.0,0.005,50,False,0.803992448704636,0.0013980627851593673,5,0.9876664249479684,True
0.05,0.1,1.0,0.005,100,False,0.5419929788775925,0.004290435331856907,5,0.8535115496865583,True
0.05,0.1,1.0,0.005,200,False,0.20518970633462755,0.00025254540838522707,3,0.9914478712513097,True
0.05,0.1,1.0,0.01,50,False,0.6077913050319189,0.004680039575136142,4,0.9229695126669385,True
0.05,0.1,1.0,0.01,100,True,0.2011318680894564,2.3477687875188027e-32,1,,False
0.05,0.1,1.0,0.01,200,True,0.20203220953772752,3.8750312334178806e-32,1,,False
0.05,0.1,2.0,0.0,50,False,0.9919604158683681,0.007714560236761969,5,1.0,True
0.05,0.1,2.0,0.0,100,False,0.9870397609929138,0.0028608629270624694,5,0.9317880265898437,True
0.05,0.1,2.0,0.0,200,False,0.9926000153459911,0.0012617415028739296,5,0.9899999976453507,True
0.05,0.1,2.0,0.002,50,False,0.9859802307014056,0.00738533824342614,3,0.964273284294311,True
0.05,0.1,2.0,0.002,100,False,0.9690382123878752,0.002486938349460784,5,0.9999999964719103,True
0.05,0.1,2.0,0.002,200,False,0.92561092767397,0.0013750657661146758,5,0.9551054745816281,True
0.05,0.1,2.0,0.005,50,False,0.9330271380107371,0.010258859004679752,4,0.9949823724276307,True
0.05,0.1,2.0,0.005,100,False,0.8443551398462352,0.0008183099874650995,4,0.9100110928338814,True
0.05,0.1,2.0,0.005,200,False,0.5444292921558443,0.0015301549938635404,5,0.8141211226101427,True
0.05,0.1,2.0,0.01,50,False,0.8772669566094383,0.018144624503843854,5,0.9751145074170526,True
0.05,0.1,2.0,0.01,100,False,0.5603016037616739,0.005782179024883853,5,0.9654631035799516,True
0.05,0.1,2.0,0.01,200,True,0.2030373400914397,9.599075584069032e-32,1,,False
